GHCND,STATION_NAME,ST,COUNTY,LAT_DEC,LON_DEC
USW00024285,NEWPORT MUNICIPAL AP,OR,LINCOLN,44.58333,-124.05
USW00025322,GUSTAVUS AP,AK,SKAGWAY-HOONAH-ANGOON,58.41667,-135.7
USW00025325,KETCHIKAN INTL AP,AK,KETCHIKAN GATEWAY BOROUGH,55.35,-131.7
USC00506093,MOUNT MCKINLEY NATIONAL PARK AP,AK,DENALI BOROUGH,63.65,-148.8
USW00025335,SKAGWAY AP,AK,SKAGWAY-HOONAH-ANGOON,59.46667,-135.3
USC00509919,WRANGELL AP,AK,WRANGELL-PETERSBURG,56.48333,-132.36667
USW00053864,ALABASTER 5 SSE,AL,SHELBY,33.16667,-86.76667
USW00013896,MUSCLE SHOALS FAA AP,AL,COLBERT,34.75,-87.61667
USW00093806,TUSCALOOSA MUNICIPAL AP,AL,TUSCALOOSA,33.23333,-87.61667
USC00030936,BRINKLEY,AR,MONROE,34.88333,-91.18333
USW00023104,CHANDLER WILLIAMS AFB,AZ,MARICOPA,33.3,-111.66667
USW00003195,GRAND CANYON NATIONAL PARK AP,AZ,COCONINO,35.95,-112.15
USC00024639,KINGMAN AAF,AZ,MOHAVE,35.26667,-113.93333
USW00093167,KINGMAN MOHAVE COUNTY AP,AZ,MOHAVE,35.26667,-113.95
USW00093027,ST JOHNS,AZ,APACHE,34.51667,-109.36667
USW00023191,SANTA CATALINA WB AP,CA,LOS ANGELES,33.4,-118.41667
USW00023161,DAGGETT SAN BERNARDINO COUNTY AP,CA,SAN BERNARDINO,34.86667,-116.78333
USW00093193,FRESNO WB AP,CA,FRESNO,36.78333,-119.7
USW00023179,NEEDLES/AP,CA,SAN BERNARDINO,34.766667,-114.61666
USW00024216,RED BLUFF AP,CA,TEHAMA,40.15,-122.25
USC00047296,REDDING,CA,SHASTA,40.58333,-122.4
USW00024257,REDDING MUNICIPAL AP,CA,SHASTA,40.51667,-122.3
USC00043410,GILLESPIE FIELD,CA,SAN DIEGO,32.81667,-116.96667
USW00003131,SAN DIEGO MONTGOMERY FIELD,CA,SAN DIEGO,32.81667,-117.15
USW00023188,SAN DIEGO LINDBERGH MUNICIPAL AP,CA,SAN DIEGO,32.73333,-117.16667
USW00093107,SAN DIEGO MIRAMAR MCAS,CA,SAN DIEGO,32.86667,-117.11667
USW00093112,SAN DIEGO NAS,CA,SAN DIEGO,32.71667,-117.2
USW00023196,CHULA VISTA BROWN FIELD NAAS,CA,SAN DIEGO,32.56667,-116.96667
USW00003178,SAN DIEGO BROWN FIELD,CA,SAN DIEGO,32.56667,-116.98333
USW00023234,SAN FRANCISCO AP,CA,SAN MATEO,37.61667,-122.38333
USW00093206,SAN LUIS OBISPO MCCHESNEY FIELD,CA,SAN LUIS OBISPO,35.25,-120.66667
USC00048702,SUSANVILLE AP,CA,LASSEN,40.38333,-120.56667
USW00093005,DURANGO LA PLATA COUNTY AP,CO,LA PLATA,37.15,-107.75
USW00094035,FORT COLLINS LOVELAND AP,CO,LARIMER,40.45,-105.01667
USW00023066,GRAND JUNCTION MUNICIPAL AP,CO,MESA,39.11667,-108.53333
USW00003013,LAMAR MUNICIPAL AP,CO,PROWERS,38.06667,-102.68333
USW00093013,MONTROSE COUNTY AP,CO,MONTROSE,38.5,-107.9
USW00003016,RIFLE GARFIELD COUNTY AP,CO,GARFIELD,39.53333,-107.73333
USW00093010,LIMON,CO,LINCOLN,39.266667,-103.68333
USW00014707,GROTON AAF,CT,NEW LONDON,41.33333,-72.05
USW00014758,NEW HAVEN TWEED AP,CT,NEW HAVEN,41.26667,-72.88333
USW00054767,WILLIMANTIC,CT,WINDHAM,41.76667,-72.18333
USW00013781,NEW CASTLE BELLANCA FIELD,DE,NEW CASTLE,39.66667,-75.6
USC00080211,APALACHICOLA WSO AP,FL,FRANKLIN,29.73333,-85.03333
USW00012832,APALACHICOLA AP,FL,FRANKLIN,29.73333,-85.03333
USW00012868,CAPE CANAVERAL AFS,FL,BREVARD,28.46667,-80.55
USW00013884,CRESTVIEW BOB SIKES AP,FL,OKALOOSA,30.76667,-86.6
USW00012835,FORT MYERS/AP,FL,LEE,26.583333,-81.866667
USW00012894,FORT MYERS SW FLORIDA REGIONAL AP,FL,LEE,26.53333,-81.75
USW00012826,HOMESTEAD AAF,FL,DADE,25.48333,-80.38333
USW00012836,KEY WEST WSO AP,FL,MONROE,24.55,-81.75
USW00012850,KEY WEST NAS,FL,MONROE,24.58333,-81.68333
USW00012838,MELBOURNE,FL,BREVARD,28.1011,-80.6439
USC00085612,MELBOURNE,FL,BREVARD,28.08333,-80.6
USW00092802,TAMPA BAY EXEC AP,FL,PASCO,28.18778,-82.62583
USW00012861,OCALA JIM TAYLOR FIELD,FL,MARION,29.16667,-82.23333
USW00013899,HAGLER FIELD,FL,ESCAMBIA,30.46667,-87.2
USW00003855,PENSACOLA FOREST SHERMAN NAS,FL,ESCAMBIA,30.35,-87.31667
USW00093805,TALLAHASSEE DALE MABRY FIELD,FL,LEON,30.44,-84.338
USW00012843,VERO BEACH MUNICIPAL AP,FL,INDIAN RIVER,27.65,-80.41667
USW00053819,PEACHTREE CITY,GA,FAYETTE,33.35,-84.56667
USW00003822,SAVANNAH 097878,GA,CHATHAM,32.083333,-81.083333
USW00013824,SAVANNAH HUNTER FIELD,GA,CHATHAM,32.01667,-81.13333
USW00013861,WAYCROSS WARE COUNTY AP,GA,WARE,31.25,-82.38333
USW00014937,IOWA CITY MUNICIPAL AP,IA,JOHNSON,41.63333,-91.56667
USW00024136,COEUR D ALENE KOOTENAI COUNTY AP,ID,KOOTENAI,47.76667,-116.81667
USW00024142,GOODING MUNICIPAL AP,ID,GOODING,42.91667,-114.76667
USC00103942,HAILEY AP,ID,BLAINE,43.5,-114.3
USW00024149,NEZ PERCE COUNTY AP,ID,NEZ PERCE,46.38333,-117.01667
USW00024151,MALAD CITY,ID,ONEIDA,42.16667,-112.31667
USC00108076,SALMON AIRPORT,ID,LEMHI,45.2,-113.86667
USW00003960,EAST ST LOUIS BI-STATE PARKS AP,IL,ST. CLAIR,38.56667,-90.16667
USW00094846,CHICAGO OHARE WSO AP,IL,COOK,41.98333,-87.9
USC00115943,MT VERNON GREATER MT VERNON AP,IL,JEFFERSON,38.31667,-88.86667
USW00013980,ANTHONY (NEAR),KS,HARPER,37.16667,-98.08333
USW00093997,RUSSELL MUNICIPAL AP,KS,RUSSELL,38.86667,-98.81667
USW00013922,SCHILLING AAF,KS,SALINE,38.8,-97.63333
USW00003919,SALINA FAA AP,KS,SALINE,38.8,-97.65
USW00003928,WICHITA WSO AP,KS,SEDGWICK,37.65,-97.43333
USW00093821,LOUISVILLE STANDIFORD FIELD,KY,JEFFERSON,38.18333,-85.73333
USW00013810,LOUISVILLE BOWMAN FIELD,KY,JEFFERSON,38.21667,-85.66667
USW00012927,HOUMA TERREBONNE AP,LA,TERREBONNE,29.56667,-90.66667
USW00094624,CHATHAM MUNICIPAL AP,MA,BARNSTABLE,41.68333,-69.98333
USW00054768,NORTH ADAMS HARRIMAN AP,MA,BERKSHIRE,42.7,-73.16667
USW00054756,ORANGE MUNICIPAL AP,MA,FRANKLIN,42.56667,-72.28333
USW00014611,BRUNSWICK NAS,ME,CUMBERLAND,43.88333,-69.93333
USW00004836,FRENCHVILLE NORTHERN AROOSTOOK AP,ME,AROOSTOOK,47.28333,-68.31667
USW00094623,WISCASSET AP,ME,LINCOLN,43.95,-69.7
USW00014822,DETROIT CITY AP,MI,WAYNE,42.4,-83.0
USW00094836,GWINN K I SAWYER AFB,MI,MARQUETTE,46.35,-87.4
USW00014833,JACKSON FAA AP,MI,JACKSON,42.26667,-84.46667
USW00014836,LANSING CAPITAL CITY AP,MI,CLINTON,42.78333,-84.6
USW00094850,MARQUETTE COUNTY AP,MI,MARQUETTE,46.53333,-87.56667
USW00014840,MUSKEGON COUNTY AP,MI,MUSKEGON,43.16667,-86.23333
USW00014845,SAGINAW MUNICIPAL AP,MI,SAGINAW,43.43333,-83.86667
USW00013993,ST JOSEPH ROSECRANS MEMORIAL AP,MO,BUCHANAN,39.76667,-94.88333
USW00013995,SPRINGFIELD WB AP,MO,GREENE,37.23333,-93.38333
USW00003940,JACKSON MUNICIPAL AIRPORT,MS,RANKIN,32.33333,-90.33333
USW00094010,GLASGOW AFB,MT,VALLEY,48.4,-106.51667
USW00003810,HICKORY REGIONAL AP,NC,BURKE,35.73333,-81.38333
USW00014914,HECTOR,ND,CASS,46.9,-96.8
USW00014919,JAMESTOWN MUNICIPAL AP,ND,STUTSMAN,46.91667,-98.68333
USW00094014,WILLISTON MUNICIPAL AP SLOULIN FIELD,ND,WILLIAMS,48.18333,-103.63333
USC00251345,BURWELL,NE,GARFIELD,41.78333,-99.13333
USW00094957,FALLS CITY BRENNER FIELD,NE,RICHARDSON,40.06667,-95.58333
USW00094949,HASTINGS MUNICIPAL AP,NE,ADAMS,40.6,-98.43333
USW00094978,TEKAMAH MUNICIPAL AP,NE,BURT,41.76667,-96.18333
USW00054770,JAFFREY,NH,CHESHIRE,42.8,-72.0
USW00054728,WHITEFIELD,NH,COOS,44.36667,-71.55
USW00093033,CARLSBAD CAVERN CITY AP,NM,EDDY,32.33333,-104.26667
USW00023081,GALLUP SENATOR CLARKE FIELD,NM,MCKINLEY,35.51667,-108.78333
USW00093044,ZUNI 3 NE,NM,MCKINLEY,35.08333,-108.78333
USW00024121,ELKO RAILROAD,NV,ELKO,40.83333,-115.78333
USW00023154,ELY WSO AIRPORT,NV,WHITE PINE,39.28333,-114.85
USW00094704,DANSVILLE MUNICIPAL AP,NY,LIVINGSTON,42.58333,-77.71667
USW00014757,POUGHKEEPSIE FAA AP,NY,DUTCHESS,41.633333,-73.883333
USW00014771,SYRACUSE WSO AIRPORT,NY,ONONDAGA,43.066667,-76.266667
USW00013841,WILMINGTON CLINTON COUNTY AAF,OH,CLINTON,39.43333,-83.8
USW00003981,FREDERICK MUNICIPAL AP,OK,TILLMAN,34.36667,-98.98333
USW00013919,OKLAHOMA CITY TINKER AAF,OK,OKLAHOMA,35.41667,-97.38333
USW00013967,OKLAHOMA CITY MUNICIPAL AIRFIELD,OK,OKLAHOMA,35.4,-97.6
USW00003954,OKLAHOMA CITY WILEY POST AP,OK,OKLAHOMA,35.53333,-97.63333
USC00358634,TROUTDALE WB AIRPORT,OR,MULTNOMAH,45.55,-122.4
USW00024242,PORTLAND TROUTDALE AP,OR,MULTNOMAH,45.55111,-122.40889
USW00004751,BRADFORD REGIONAL AP,PA,MCKEAN,41.79943,-78.63998
USW00013739,PHILADELPHIA SOUTHWEST AP,PA,PHILADELPHIA,39.88333,-75.23333
RQC00666083,MAYAGUEZ AP,PR,MAYAGUEZ,18.25,-67.15
USC00383742,GREENVILLE WB AIRPORT,SC,GREENVILLE,34.85,-82.35
USC00383735,GREENVILLE DOWNTOWN AP,SC,GREENVILLE,34.85,-82.35
USW00013886,GREENVILLE DOWNTOWN AP,SC,GREENVILLE,34.84872,-82.35006
USW00093839,MEMPHIS NAS,TN,SHELBY,35.35,-89.86667
USW00013960,DALLAS LOVE FIELD,TX,DALLAS,32.85,-96.86667
USW00003991,DENTON MUNICPAL AP,TX,DENTON,33.20611,-97.19889
USW00013911,FORT WORTH CARSWELL AFB,TX,TARRANT,32.78333,-97.43333
USW00003901,LONGVIEW GREGG COUNTY AP,TX,GREGG,32.38333,-94.71667
USC00429111,VERNAL AIRPORT,UT,UINTAH,40.45,-109.51667
USW00093775,ASHLAND HANOVER COUNTY MUNICIPAL AP,VA,HANOVER,37.70806,-77.43444
VQW00011624,CHRISTIANSTED HAMILTON FIELD AP,VI,ST. CROIX,17.7,-64.8
USW00014742,BURLINGTON,VT,CHITTENDEN,44.483333,-73.183333
USW00054771,MORRISVILLE STOWE STATE AP,VT,LAMOILLE,44.53444,-72.61444
USW00024141,EPHRATA MUNICIPAL AP,WA,GRANT,47.31667,-119.55
USW00003859,BLUEFIELD MERCER COUNTY AP,WV,MERCER,37.3,-81.21667
USW00003860,HUNTINGTON TRI STATE AP,WV,CABELL,38.36667,-82.55
USW00013734,MARTINSBURG,WV,BERKELEY,39.4,-77.98333
USW00014894,WHEELING OHIO COUNTY AP,WV,BROOKE,40.18333,-80.65
USW00024164,BIG PINEY MARBLETON AP,WY,SUBLETTE,42.58444,-110.1075
USW00024021,LANDER HUNT FIELD AP,WY,FREMONT,42.81667,-108.73333
USW00093828,PENSACOLA CORRY FLD NAAS,FL,ESCAMBIA,30.4,-87.28333
USW00093827,PENSACOLA BRONSON FIELD NAAS,FL,ESCAMBIA,30.38333,-87.41667
USW00013853,SAVANNAH CHATHAM FIELD AAF,GA,CHATHAM,32.13333,-81.2
USC00297649,RUIDOSO MUNICIPAL AP,NM,LINCOLN,33.35,-105.66667
USW00003017,DENVER INTL AP,CO,DENVER,39.83278,-104.6575
USC00505778,MCKINLEY PARK,AK,,63.73333,-148.91667
USC00023591,GRAND CANYON HDQS,AZ,COCONINO,36.05,-112.13333
USC00027390,SAFFORD EXPERIMENT FARM,AZ,GRAHAM,32.81667,-109.68333
USC00042319,DEATH VALLEY NATIONAL PARK,CA,INYO,36.46263,-116.8672
USW00023257,MERCED MACREADY FIELD,CA,MERCED,37.3,-120.46667
USC00048839,TEJON RANCHO,CA,KERN,35.03333,-118.75
USC00052281,DILLON 1 E,CO,SUMMIT,39.62455,-106.03353
USC00103732,GRACE,ID,CARIBOU,42.58333,-111.75
USC00104831,KELLOGG,ID,SHOSHONE,47.53333,-116.13333
USC00476398,PARK FALLS,WI,PRICE,45.93333,-90.45
USW00094041,GARRISON,ND,MCLEAN,47.65,-101.43333
USC00046175,NEWPORT BEACH HARBOR,CA,ORANGE,33.6,-117.88333
USC00040395,AVALON,CA,LOS ANGELES,33.35,-118.31667
USW00024213,EUREKA WSO CITY,CA,HUMBOLDT,40.8,-124.16667
USC00044232,INDEPENDENCE,CA,INYO,36.8,-118.2
USC00045983,MOUNT SHASTA WSO CITY,CA,SISKIYOU,41.31667,-122.31667
USW00024215,MOUNT SHASTA,CA,SISKIYOU,41.314893,-122.31712
USC00046115,NEEDLES,CA,SAN BERNARDINO,34.83333,-114.6
USC00047851,SAN LUIS OBISPO,CA,SAN LUIS OBISPO,35.28333,-120.66667
USC00146374,PHILLIPSBURG,KS,PHILLIPS,39.75,-99.31667
USC00052432,DURANGO,CO,LA PLATA,37.28333,-107.88333
USC00053005,FORT COLLINS,CO,LARIMER,40.58333,-105.08333
USW00012858,KEY WEST,FL,MONROE,24.55,-81.8
USW00093859,PENSACOLA,FL,ESCAMBIA,30.416667,-87.216667
USC00088942,TITUSVILLE,FL,BREVARD,28.61667,-80.81667
USC00298668,TAOS,NM,TAOS,36.38333,-105.6
USW00074401,ST JOSEPH WBO,MO,BUCHANAN,39.81667,-94.85
USC00500788,BIG RIVER LAKES,AK,KENAI PENINSULA BOROUGH,60.81667,-152.3
USC00105236,LEWISTON,ID,NEZ PERCE,46.41667,-117.03333
USC00108080,SALMON 1 N,ID,LEMHI,45.18333,-113.9
USC00154956,LOUISVILLE WB CITY,KY,JEFFERSON,38.25,-85.76667
USC00202984,FRANKFORT,MI,BENZIE,44.65,-86.21667
USC00047738,SAN DIEGO WBO,CA,SAN DIEGO,32.71163,-117.1623
USC00057031,RIFLE,CO,GARFIELD,39.51667,-107.78333
USW00014838,MARQUETTE WBO,MI,MARQUETTE,46.56667,-87.4
USC00041214,BURNEY,CA,SHASTA,40.88333,-121.66667
USC00156355,PIKEVILLE NO 2,KY,PIKE,37.48333,-82.51667
USW00094150,MULLAN PASS,ID,SHOSHONE,47.46667,-115.76667
USC00478316,SULLIVAN 3 SE,WI,JEFFERSON,42.96667,-88.55
USW00094290,SEATTLE SAND PT WSFO,WA,KING,47.68333,-122.25
USC00132209,DES MOINES WSFO-CAMP DODGE,IA,POLK,41.73333,-93.71667
USW00024119,BATTLE MOUNTAIN AIRPORT,NV,LANDER,40.65,-116.93333
USW00093826,BARIN FIELD NAAS,AL,BALDWIN,30.4,-87.63333
USW00013838,BROOKLEY AFB,AL,MOBILE,30.63333,-88.06667
USW00013894,MOBILE REGIONAL AP,AL,MOBILE,30.68333,-88.23333
USC00015483,MOBILE ASC,AL,MOBILE,30.68333,-88.03333
USW00093843,DOTHAN,AL,HOUSTON,31.23333,-85.4
USW00003850,CAIRNS FIELD FORT RUCKER,AL,DALE,31.28333,-85.71667
USW00013839,NAPIER AAF,AL,HOUSTON,31.31667,-85.45
USW00063873,OZARK FORT RUCKER,AL,DALE,31.35,-85.66667
USW00013885,EVERGREEN INTERMEDIATE FIELD,AL,CONECUH,31.41667,-87.03333
USW00003878,TROY AF,AL,PIKE,31.86667,-86.01667
USW00013895,MONTGOMERY DANNELLY FIELD,AL,MONTGOMERY,32.3,-86.4
USW00013850,CRAIG AFB,AL,DALLAS,32.35,-86.98333
USC00015555,MONTGOMERY WB CITY,AL,MONTGOMERY,32.38333,-86.3
USW00013821,MONTGOMERY,AL,MONTGOMERY,32.38333,-86.3
USW00003892,AUBURN OPELIKA AP,AL,LEE,32.61667,-85.43333
USW00003881,CENTREVILLE WSMO,AL,BIBB,32.9,-87.25
USW00003883,BIRMINGHAM WSFO,AL,JEFFERSON,33.46667,-86.83333
USC00010836,BIRMINGHAM,AL,JEFFERSON,33.51667,-86.8
USW00013871,ANNISTON CALHOUN COUNTY AP,AL,CALHOUN,33.58333,-85.85
USW00013876,BIRMINGHAM AP,AL,JEFFERSON,33.51667,-86.85
USW00003896,GADSDEN MUNICIPAL AP,AL,ETOWAH,33.96667,-86.08333
USW00003856,HUNTSVILLE WBAS AP,AL,MADISON,34.65,-86.76667
USW00053852,DECATUR PRYOR FIELD,AL,LIMESTONE,34.65,-86.95
USW00053820,EVERGREEN MIDDLETON FIELD,AL,CONECUH,31.41667,-87.05
USW00093992,EL DORADO S AR REGIONAL AP,AR,UNION,33.22083,-92.81417
USW00013977,TEXARKANA WEBB FIELD,AR,MILLER,33.456,-93.98776
USW00093988,PINE BLUFF AP,AR,JEFFERSON,34.16667,-91.93333
USW00003962,HOT SPRINGS MEMORIAL FIELD,AR,GARLAND,34.46667,-93.1
USW00013925,STUTTGART AAF,AR,PRAIRIE,34.6,-91.58333
USW00013963,LITTLE ROCK AP ADAMS FIELD,AR,PULASKI,34.73333,-92.21667
USC00034251,LITTLE ROCK STATE CAPITOL,AR,PULASKI,34.75,-92.28333
USW00003952,NORTH LITTLE ROCK WSFO AIRPORT,AR,PULASKI,34.83333,-92.26667
USW00003930,LITTLE ROCK AFB,AR,PULASKI,34.91667,-92.15
USW00053959,WEST MEMPHIS MUNICIPAL AP,AR,CRITTENDEN,35.135,-90.23444
USW00013964,FORT SMITH MUNICIPL AP,AR,SEBASTIAN,35.33333,-94.36667
USC00032580,FORT SMITH,AR,SEBASTIAN,35.36667,-94.4
USW00093907,NEWPORT MCAF,AR,JACKSON,35.63333,-91.18333
USC00035189,NEWPORT AAF,AR,JACKSON,35.63333,-91.16667
USC00030460,BATESVILLE L&D 1,AR,INDEPENDENCE,35.75,-91.63333
USW00003953,JONESBORO MUNICIPAL AP,AR,CRAIGHEAD,35.83333,-90.65
USW00013814,BLYTHEVILLE AAF,AR,MISSISSIPPI,35.96667,-89.95
USW00093993,FAYETTEVILLE CAA AIRPORT,AR,WASHINGTON,36.0,-94.16667
USW00093991,WALNUT RIDGE MUNICIPAL AP,AR,LAWRENCE,36.13333,-90.93333
USW00013971,HARRISON BOONE COUNTY AP,AR,BOONE,36.23333,-93.11667
USW00003918,FLIPPIN CAA AIRPORT,AR,MARION,36.3,-92.6
USW00003978,BENTONVILLE MUNICIPAL AP,AR,BENTON,36.35,-94.21667
USW00003196,NOGALES INTL AP,AZ,SANTA CRUZ,31.41667,-110.86667
USW00093026,DOUGLAS INTL AP,AZ,COCHISE,31.33333,-109.51667
USW00003124,FORT HUACHUCA,AZ,COCHISE,31.56667,-110.33333
USC00020680,BENSON,AZ,COCHISE,31.96667,-110.28333
USW00023160,TUCSON INTL AP,AZ,PIMA,32.13333,-110.95
USW00023109,DAVIS MONTHAN AFB,AZ,PIMA,32.18333,-110.91667
USW00023195,YUMA WSO AP,AZ,YUMA,32.66667,-114.6
USW00003145,YUMA MCAS,AZ,YUMA,32.65,-114.6
USW00093145,YUMA WB CITY,AZ,YUMA,32.75,-114.6
USW00093084,SAFFORD MUNICIPAL AP,AZ,GRAHAM,32.85,-109.63333
USW00003125,YUMA SIG COR TEST U-A,AZ,YUMA,32.83333,-114.4
USW00023168,GILA BEND AP,AZ,MARICOPA,32.88333,-112.71667
USW00023183,PHOENIX SKY HARBOR AP,AZ,MARICOPA,33.43333,-112.03333
USW00093105,PHOENIX LITCHFIELD PARK NAF,AZ,MARICOPA,33.43333,-112.36667
USW00003185,MESA FALCON CONTROL TOWER,AZ,MARICOPA,33.45,-111.71667
USW00093140,PHOENIX CITY,AZ,MARICOPA,33.46667,-112.06667
USW00023111,PHOENIX LUKE AFB,AZ,MARICOPA,33.55,-112.36667
USW00003192,SCOTTSDALE MUNICIPAL AP,AZ,MARICOPA,33.61667,-111.91667
USW00003184,PHOENIX DEER VALLEY MUNICIPAL AP,AZ,MARICOPA,33.68333,-112.08333
USC00028162,SPRINGERVILLE,AZ,APACHE,34.13333,-109.3
USW00093139,PAYSON,AZ,GILA,34.23333,-111.33333
USC00027855,SHOW LOW AIRPORT,AZ,NAVAJO,34.26667,-110.0
USC00024759,LAKE HAVASU,AZ,MOHAVE,34.45,-114.36667
USW00023184,PRESCOTT,AZ,YAVAPAI,34.55,-112.46667
USW00023194,WINSLOW MUNICIPAL AP,AZ,NAVAJO,35.01667,-110.7
USW00003103,FLAGSTAFF WB AP,AZ,COCONINO,35.13333,-111.66667
USW00023166,FLAGSTAFF WB CITY,AZ,COCONINO,35.2,-111.66667
USW00003162,PAGE GLEN CANYON AP,AZ,COCONINO,36.93333,-111.45
USW00093115,IMPERIAL BEACH REAM FIELD NAAS,CA,SAN DIEGO,32.56667,-117.11667
USW00093103,HOLTVILLE NAAS,CA,IMPERIAL,32.83333,-115.26667
USW00003144,IMPERIAL COUNTY AP,CA,IMPERIAL,32.83333,-115.56667
USW00023199,EL CENTRO NAAS,CA,IMPERIAL,32.81667,-115.65
USW00023178,MOUNT LAGUNA,CA,SAN DIEGO,32.86667,-116.41667
USW00093117,SAN CLEMENTE ISLAND NALF,CA,LOS ANGELES,32.95,-118.53333
USW00003177,CARLSBAD PALOMAR AP,CA,SAN DIEGO,33.13333,-117.28333
USW00093118,SALTON SEA NAAF,CA,IMPERIAL,33.2,-115.83333
USW00023181,OCEANSIDE CAA AP,CA,SAN DIEGO,33.23333,-117.41667
USW00003154,CAMP PENDLETON MCAS,CA,SAN DIEGO,33.3,-117.35
USW00093116,SAN NICOLAS ISLAND,CA,VENTURA,33.23983,-119.45816
USW00023158,BLYTHE RIVERSIDE COUNTY AP,CA,RIVERSIDE,33.6,-114.65
USW00093120,THERMAL NAF,CA,RIVERSIDE,33.61667,-116.16667
USW00003104,THERMAL CAA AIRPORT,CA,RIVERSIDE,33.63333,-116.16667
USW00023172,INDIO COACHELLA,CA,RIVERSIDE,33.68333,-116.16667
USW00093101,EL TORO MCAS,CA,ORANGE,33.66667,-117.73333
USW00093184,SANTA ANA,CA,ORANGE,33.7,-117.86667
USW00093114,SANTA ANA NAS,CA,ORANGE,33.7,-117.83333
USW00093113,SAN PEDRO NAS,CA,LOS ANGELES,33.75,-118.25888
USW00093138,PALM SPRINGS,CA,RIVERSIDE,33.76667,-116.55
USW00093106,LOS ALAMITOS,CA,ORANGE,33.8,-118.05
USW00023129,LONG BEACH DAUGHERTY FIELD,CA,LOS ANGELES,33.81667,-118.16667
USW00003122,TORRANCE,CA,LOS ANGELES,33.8,-118.33333
USW00003166,FULLERTON MUNICIPAL AP,CA,ORANGE,33.86667,-117.96667
USW00023156,BEAUMONT WB,CA,RIVERSIDE,33.93333,-116.93333
USW00023119,RIVERSIDE AAF,CA,RIVERSIDE,33.9,-117.25
USW00003167,HAWTHORNE MUNICIPAL AP,CA,LOS ANGELES,33.91667,-118.33333
USW00023174,LOS ANGELES MINES FIELD,CA,LOS ANGELES,33.93333,-118.38333
USW00003171,RIVERSIDE MUNICIPAL AP,CA,RIVERSIDE,33.95,-117.45
USW00003179,CHINO AP,CA,SAN BERNARDINO,33.96667,-117.63333
USW00093197,SANTA MONICA WB AP,CA,LOS ANGELES,34.01667,-118.45
USC00040188,ANACAPA ISLAND,CA,VENTURA,34.01667,-119.36667
USW00003102,ONTARIO AP,CA,SAN BERNARDINO,34.05,-117.61667
USW00093134,LOS ANGELES WBO,CA,LOS ANGELES,34.057,-118.238
USW00023122,SAN BERNADINO,CA,SAN BERNARDINO,34.1,-117.25
USW00093111,POINT MUGU NF,CA,VENTURA,34.11667,-119.11667
USC00041194,BURBANK WB AIRPORT,CA,LOS ANGELES,34.2,-118.36667
USW00023152,BURBANK GLENDALE PASADENA AP,CA,LOS ANGELES,34.20056,-118.3575
USW00023130,VAN NUYS AAF,CA,LOS ANGELES,34.21667,-118.5
USW00023136,OXNARD AAF,CA,VENTURA,34.21667,-119.06667
USW00093110,OXNARD AP,CA,VENTURA,34.2,-119.18333
USW00093121,TWENTYNINE PALMS MC,CA,SAN BERNARDINO,34.3,-116.16667
USW00023180,NEWHALL AP,CA,LOS ANGELES,34.4,-118.55
USW00093124,SANTA BARBARA MCAS,CA,SANTA BARBARA,34.43333,-119.85
USW00023190,SANTA BARBARA MUNICIPAL AP,CA,SANTA BARBARA,34.43333,-119.83333
USW00023131,VICTORVILLE GEORGE AFB,CA,SAN BERNARDINO,34.58333,-117.38333
USW00093219,VANDENBERG AFB BOATHOUSE SITE,CA,SANTA BARBARA,34.73227,-120.56805
USW00093221,VANDENBERG AFB SUDDEN RANCH,CA,SANTA BARBARA,34.58333,-120.63333
USW00023182,PALMDALE AP,CA,LOS ANGELES,34.63333,-118.08333
USW00023243,LOMPOC NAAF,CA,SANTA BARBARA,34.65,-120.46667
USW00093215,POINT ARGUELLO WB,CA,SANTA BARBARA,34.66667,-120.58333
USW00093214,CAMP COOKE,CA,SANTA BARBARA,34.71667,-120.55
USW00003159,LANCASTER GEN WM FOX FIELD,CA,LOS ANGELES,34.75,-118.21667
USW00023187,SANDBERG,CA,LOS ANGELES,34.75,-118.73333
USW00023114,EDWARDS AAF,CA,KERN,34.9,-117.88333
USW00023273,SANTA MARIA WSO AP,CA,SANTA BARBARA,34.9,-120.45
USW00093108,MOJAVE MCAS,CA,KERN,35.11667,-118.15
USW00023192,SILVER LAKE AIRPORT,CA,SAN BERNARDINO,35.33333,-116.1
USW00023155,BAKERSFIELD KERN COUNTY AP,CA,KERN,35.41667,-119.05
USW00093209,PASO ROBLES CAA AIRPORT,CA,SAN LUIS OBISPO,35.6,-120.65
USW00093104,INYOKERN ARMITAGE,CA,KERN,35.68333,-117.68333
USC00047024,POINT PIEDRAS BLANCA,CA,SAN LUIS OBISPO,35.66667,-121.28333
USW00093226,SAN SIMEON POINT PIEDRAS BLANCAS,CA,SAN LUIS OBISPO,35.66667,-121.28333
USC00044527,WOFFORD HEIGHTS KERNVILLE,CA,KERN,35.71667,-118.45
USW00093218,HUNTER LIGGETT MILITARY RESERVATION,CA,MONTEREY,36.0,-121.23333
USC00041864,COALINGA,CA,FRESNO,36.15,-120.35
USW00023110,LEMOORE REEVES NAS,CA,FRESNO,36.33333,-119.95
USW00023259,MONTEREY,CA,MONTEREY,36.58333,-121.83333
USW00023245,MONTEREY NAAS,CA,MONTEREY,36.6,-121.83333
USW00023233,SALINAS MUNICIPAL AP,CA,MONTEREY,36.66667,-121.65
USW00093217,FRITZSCHE AAF,CA,MONTEREY,36.68333,-121.76667
