GHCND,STATION_NAME,ST,COUNTY,LAT_DEC,LON_DEC
USW00053942,GEORGETOWN MUNICIPAL AIRPORT,TX,WILLIAMSON,30.67917,-97.67944
USW00012979,SAN MARCOS MUNICIPAL AIRPORT,TX,CALDWELL,29.89083,-97.86444
USW00053948,NACOGDOCHES A L MANGHAM JR RGNL AP,TX,NACOGDOCHES,31.57778,-94.70944
USW00053952,WACO MCGREGOR EXECUTIVE AIRPORT,TX,MCLENNAN,31.48472,-97.31639
USW00012981,BAY CITY MUNICIPAL AIRPORT,TX,MATAGORDA,28.97306,-95.86333
USW00003044,BIG SPRING MCMAHON WRINKLE AIRPORT,TX,HOWARD,32.2125,-101.52139
USW00053981,CLEBURNE MUNICIPAL AIRPORT,TX,JOHNSON,32.35389,-97.43389
USW00053964,DECATUR MUNICIPAL AIRPORT,TX,WISE,33.25444,-97.58056
USW00053965,GRAHAM MUNICIPAL AIRPORT,TX,YOUNG,33.11,-98.55528
USW00053979,GIDDINGS LEE COUNTY AIRPORT,TX,LEE,30.16917,-96.98
USW00053966,MID WAY REGIONAL AIRPORT MIDLOTHIAN WAXAHACHIE,TX,ELLIS,32.45611,-96.9125
USW00053967,GRAYSON COUNTY AIRPORT SHERMAN DENISON,TX,GRAYSON,33.71417,-96.67361
USW00053970,MESQUITE METRO AIRPORT,TX,DALLAS,32.74694,-96.53056
USW00003050,SNYDER WINSTON FIELD AP,TX,SCURRY,32.69333,-100.95056
USW00053972,HILLSBORO MUNICIPAL AP,TX,HILL,32.08361,-97.09722
USW00053973,HEARNE MUNICIPAL AIRPORT,TX,ROBERTSON,30.87194,-96.62222
USW00053975,LANCASTER AIRPORT,TX,DALLAS,32.57917,-96.71917
USW00053977,GRANBURY MUNICIPAL AIRPORT,TX,HOOD,32.44444,-97.81694
USW00012985,GARNER FIELD AIRPORT,TX,UVALDE,29.21139,-99.74361
USW00053976,BRIDGEPORT MUNICIPAL AIRPORT,TX,WISE,33.17528,-97.82833
USW00053983,LLANO MUNICIPAL AIRPORT,TX,LLANO,30.78361,-98.66194
USW00004205,ARLINGTON MUNICIPAL AIRPORT,WA,SNOHOMISH,48.16056,-122.15889
USW00004864,ANTIGO LANGLADE COUNTY AIRPORT,WI,LANGLADE,45.15417,-89.11056
USW00004963,PRAIRIE DU CHIEN MUNICIPAL AIRPORT,WI,CRAWFORD,43.01917,-91.12361
USW00004891,MERRILL MUNICIPAL AP,WI,LINCOLN,45.19917,-89.71139
USW00053984,GRAND PRAIRIE MUNICIPAL AIRPORT,TX,TARRANT,32.69861,-97.04667
USW00003068,BULLSEYE AUXILIARY AIRFIELD USAFA,CO,EL PASO,38.76667,-104.3
USW00003056,GAINES COUNTY AP,TX,GAINES,32.67528,-102.65444
USW00003058,PECOS MUNICIPAL AP,TX,REEVES,31.3825,-103.51083
USW00004998,HEBRON MUNICIPAL AP,NE,THAYER,40.14917,-97.58667
USW00025376,HYDABURG SEAPLANE BASE,AK,PRINCE OF WALES-OUTER KETCHIKAN,55.20631,-132.82831
USW00025519,EGEGIK AP,AK,LAKE AND PENINSULA BOROUGH,58.18528,-157.38556
USW00053146,FT HUACHUCA PIONEER AIRFIELD,AZ,COCHISE,31.60722,-110.42806
USW00053861,FORT RUCKER LOWE ARMY HELIPORT,AL,DALE,31.35583,-85.75111
USW00053985,SEARCY MUNICIPAL AP,AR,WHITE,35.21194,-91.73694
USW00054911,MEDFORD TAYLOR COUNTY AP,WI,TAYLOR,45.10083,-90.30333
USW00053145,TONOPAH TEST RANGE #74 NELLIS AFB,NV,NYE,37.61722,-116.26417
USW00053988,FORT POLK FULLERTON LANDING STRIP,LA,VERNON,31.0217,-92.9107
USW00053989,FORT RILEY MULTIPLE PURPOSE RANGE,KS,RILEY,39.29417,-96.92639
USW00004134,GRANITE PEAK DUGWAY PROVING GROUND,UT,TOOELE,40.16056,-113.35083
USW00063872,EUFAULA WEEDON FIELD AP,AL,BARBOUR,31.95139,-85.12889
USW00053843,ANDALUSIA OPP AP,AL,COVINGTON,31.30889,-86.39389
USW00063871,BONIFAY TRI COUNTY AP,FL,HOLMES,30.84583,-85.60139
USW00063870,FLORALA MUNICIPAL AP,AL,COVINGTON,31.0425,-86.31167
USW00063874,GREENVILLE MAC CRENSHAW MEMORIAL AP,AL,BUTLER,31.84556,-86.61083
USW00003071,MIDLAND AIRPARK,TX,MIDLAND,32.03639,-102.10111
USW00053996,MENA INTERMOUNTAIN MUNICIPAL AP,AR,POLK,34.54528,-94.2025
USW00053997,COMANCHE COUNTY CITY AP,TX,COMANCHE,31.91667,-98.60028
USW00003757,ST INIGOES WEBSTER NAVAL OUTLYING FIELD,MD,ST. MARY'S,38.14167,-76.42917
USW00026653,TOKSOOK BAY AP,AK,BETHEL,60.54139,-165.08722
USW00063888,SPRINGFIELD BECKLEY MUNICIPAL AP,OH,CLARK,39.84028,-83.84
USW00053848,CHOCTAW NAVAL OUTLYING FIELD MILTON,FL,SANTA ROSA,30.50694,-86.95972
USW00063890,JACKSONVILLE WHITEHOUSE NAVAL OUTLYING FIELD,FL,DUVAL,30.35016,-81.876247
USW00064775,ROME GRIFFISS AIRFIELD,NY,ONEIDA,43.23389,-75.41167
USW00054936,ST CLOUD STATE TEACHERS COLLEGE,MN,SHERBURNE,45.56667,-94.15
USW00023176,MILFORD MUNICIPAL AP,UT,BEAVER,38.41667,-113.01667
USW00012974,ORANGE GROVE,TX,ARANSAS,27.9,-98.05
USW00053846,KINGS BAY NAVY BASE,GA,CAMDEN,30.8,-81.5
USW00053847,WHITING FIELD NAS SOUTH,FL,SANTA ROSA,30.70444,-87.02306
USW00053849,MERIDAN JOE WILLIAMS NOLF,MS,LAUDERDALE,32.8,-88.83333
USW00093776,CHERRY POINT MCAS ASOS 2,NC,CARTERET,34.88333,-76.86667
USW00094297,COUPEVILLE NOLF,WA,ISLAND,48.21667,-122.63333
USW00003985,DALLAS FT WORTH SPINKS AP,TX,TARRANT,32.565,-97.30806
USW00053144,EDWARDS AFB NORTH AUXILIARY AIRFIELD,CA,KERN,34.98833,-117.86472
USW00003047,MONAHANS 6 ENE,TX,WARD,31.6219,-102.8071
USW00003733,ELKINS 21 ENE,WV,TUCKER,39.013,-79.4743
USW00053878,ASHEVILLE 13 S,NC,HENDERSON,35.4185,-82.5567
USW00054796,KINGSTON 1 NW,RI,WASHINGTON,41.4911,-71.5413
USW00054903,NECEDAH 5 WNW,WI,JUNEAU,44.0604,-90.1737
USW00004125,JOHN DAY 35 WNW,OR,GRANT,44.556,-119.6459
USW00003758,DURHAM 11 W,NC,ORANGE,35.9705,-79.0931
USW00023908,JOPLIN 24 N,MO,BARTON,37.4277,-94.5829
USW00094060,WOLF POINT 29 ENE,MT,ROOSEVELT,48.3082,-105.1018
USW00094995,LINCOLN 8 ENE,NE,LANCASTER,40.8484,-96.5651
USW00053132,ELGIN 5 S,AZ,SANTA CRUZ,31.5907,-110.5087
USW00063826,BLACKVILLE 3 W,SC,BARNWELL,33.355,-81.3279
USW00094645,LIMESTONE 4 NNW,ME,AROOSTOOK,46.9601,-67.8833
USW00054808,CHAMPAIGN 9 SW,IL,CHAMPAIGN,40.0528,-88.3729
USW00004994,GOODRIDGE 12 NNW,MN,MARSHALL,48.3055,-95.8744
USW00004130,ST. MARY 1 SSW,MT,GLACIER,48.7412,-113.433
USW00053139,STOVEPIPE WELLS 1 SW,CA,INYO,36.602,-117.1449
USW00064758,ITHACA 13 E,NY,CORTLAND,42.4401,-76.2462
USW00063856,BRUNSWICK 23 S,GA,CAMDEN,30.8078,-81.4596
USW00094081,BUFFALO 13 ESE,SD,HARDING,45.516,-103.3017
USW00022016,PANTHER JUNCTION 2 N,TX,BREWSTER,29.3483,-103.2093
USW00004137,DILLON 18 WSW,MT,BEAVERHEAD,45.158,-113.0057
USW00053151,FALLBROOK 5 NE,CA,SAN DIEGO,33.4392,-117.1904
USW00053154,YUMA 27 ENE,AZ,YUMA,32.835,-114.1884
USW00004141,COOS BAY 8 SW,OR,COOS,43.2718,-124.3186
USW00094059,WOLF POINT 34 NE,MT,ROOSEVELT,48.4887,-105.2096
USW00053961,MONROE 26 N,LA,UNION,32.8833,-92.1165
USW00063849,BOWLING GREEN 21 NNE,KY,EDMONSON,37.2504,-86.2325
USW00053974,MANHATTAN 6 SSW,KS,RILEY,39.1027,-96.6098
USW00003063,LA JUNTA 17 WSW,CO,OTERO,37.8639,-103.8224
USW00063850,WATKINSVILLE 5 SSE,GA,OCONEE,33.7837,-83.3896
USW00054851,COSHOCTON 8 NNE,OH,COSHOCTON,40.3667,-81.7829
USW00023904,BATESVILLE 8 WNW,AR,INDEPENDENCE,35.8201,-91.7812
USW00003062,LOS ALAMOS 13 W,NM,SANDOVAL,35.8584,-106.5214
USW00013301,CHILLICOTHE 22 ENE,MO,LINN,39.8668,-93.147
USW00003067,OAKLEY 19 SSW,KS,LOGAN,38.8701,-100.9627
USW00023906,PORT ARANSAS 32 NNE,TX,ARANSAS,28.3045,-96.823
USW00054854,GAYLORD 9 SSW,MI,OTSEGO,44.908,-84.7203
USW00092827,SEBRING 23 SSE,FL,HIGHLANDS,27.1526,-81.3689
USW00094996,LINCOLN 11 SW,NE,LANCASTER,40.6954,-96.8541
USW00027516,UTQIAĠVIK FORMERLY BARROW 4 ENE,AK,NORTH SLOPE BOROUGH,71.3213,-156.611
USW00053960,LAFAYETTE 13 SE,LA,ST. MARTIN,30.0918,-91.8731
USW00004223,DARRINGTON 21 NNE,WA,SKAGIT,48.5405,-121.446
USW00003048,SOCORRO 20 N,NM,SOCORRO,34.3557,-106.8859
USW00054797,KINGSTON 1 W,RI,WASHINGTON,41.4782,-71.5417
USW00053138,BAKER 5 W,NV,WHITE PINE,39.0118,-114.209
USW00004131,MOOSE 1 NNE,WY,TETON,43.6615,-110.712
USW00063855,CROSSVILLE 7 NW,TN,CUMBERLAND,36.0138,-85.1345
USW00094080,MEDORA 7 E,ND,BILLINGS,46.8946,-103.3769
USW00026494,FAIRBANKS 11 NE,AK,FAIRBANKS NORTH STAR BOROUGH,64.9735,-147.51
USW00053968,PALESTINE 6 WNW,TX,ANDERSON,31.7796,-95.7232
USW00094075,BOULDER 14 W,CO,BOULDER,40.0354,-105.5409
USW00053136,MERCURY 3 SSW,NV,NYE,36.624,-116.0225
USW00012987,EDINBURG 17 NNE,TX,HIDALGO,26.5258,-98.0633
CAW00064757,EGBERT 1 W,ON,,44.2326,-79.781
USW00063858,SELMA 13 WNW,AL,DALLAS,32.4567,-87.2422
USW00021515,HILO 5 S,HI,HAWAII,19.645,-155.0827
USW00094084,NORTHGATE 5 ESE,ND,BURKE,48.9676,-102.1702
USW00094085,PIERRE 24 S,SD,LYMAN,44.0194,-100.353
USW00023907,AUSTIN 33 NW,TX,BURNET,30.6222,-98.0846
USW00004136,SPOKANE 17 SSW,WA,SPOKANE,47.4174,-117.5264
USW00063898,BEDFORD 5 WNW,IN,LAWRENCE,38.8882,-86.5707
USW00053152,SANTA BARBARA 11 W,CA,SANTA BARBARA,34.4141,-119.8796
USW00093245,BODEGA 6 WSW,CA,SONOMA,38.3208,-123.0747
USW00004139,DENIO 52 WSW,NV,WASHOE,41.8484,-119.6357
USW00053155,WILLIAMS 35 NNW,AZ,COCONINO,35.7552,-112.3374
USW00053927,STILLWATER 5 WNW,OK,PAYNE,36.1346,-97.1082
USW00004127,MURPHY 10 W,ID,OWYHEE,43.2044,-116.7505
USW00094644,OLD TOWN 2 W,ME,PENOBSCOT,44.9281,-68.7006
USW00003054,MULESHOE 19 S,TX,BAILEY,33.9557,-102.774
USW00003055,GOODWELL 2 E,OK,TEXAS,36.5993,-101.595
USW00054902,DES MOINES 17 E,IA,JASPER,41.5562,-93.2855
USW00064756,MILLBROOK 3 W,NY,DUTCHESS,41.7857,-73.7422
USW00025379,SITKA 1 NE,AK,SITKA BOROUGH,57.0574,-135.3266
USW00003074,LAS CRUCES 20 N,NM,DONA ANA,32.6137,-106.7414
USW00023909,SALEM 10 W,MO,DENT,37.6344,-91.7226
USW00004138,BRIGHAM CITY 28 WNW,UT,BOX ELDER,41.6163,-112.5437
USW00004140,LEWISTOWN 42 WSW,MT,JUDITH BASIN,46.8847,-110.2895
USW00053926,STILLWATER 2 W,OK,PAYNE,36.1181,-97.0914
USW00053131,TUCSON 11 W,AZ,PIMA,32.2395,-111.1696
USW00094074,NUNN 7 NNE,CO,WELD,40.8066,-104.7552
USW00004126,ARCO 17 SW,ID,BUTTE,43.4621,-113.556
USW00063828,NEWTON 8 W,GA,BAKER,31.3127,-84.4706
USW00063831,NEWTON 5 ENE,MS,NEWTON,32.3378,-89.0703
USW00054811,SHABBONA 5 NNE,IL,DEKALB,41.843,-88.8513
USW00093243,MERCED 23 WSW,CA,MERCED,37.2381,-120.8825
USW00094082,DINOSAUR 2 E,CO,MOFFAT,40.2446,-108.9677
USW00054810,CHATHAM 1 SE,MI,ALGER,46.3345,-86.92
USW00094079,WHITMAN 5 ENE,NE,GRANT,42.068,-101.445
USW00003761,AVONDALE 2 N,PA,CHESTER,39.8593,-75.7861
USW00063869,FAIRHOPE 3 NE,AL,BALDWIN,30.5485,-87.8757
USW00092821,TITUSVILLE 7 E,FL,BREVARD,28.6159,-80.6929
USW00025711,ST. PAUL 4 NE,AK,ALEUTIANS WEST,57.1575,-170.2119
USW00004236,CORVALLIS 10 SSW,OR,BENTON,44.4185,-123.3257
USW00003759,CHARLOTTESVILLE 2 SSE,VA,ALBEMARLE,37.9975,-78.4656
USW00094088,SUNDANCE 8 NNW,WY,CROOK,44.5169,-104.4363
USW00053150,YOSEMITE VILLAGE 12 W,CA,MARIPOSA,37.7592,-119.8208
USW00004990,SIOUX FALLS 14 NNE,SD,MINNEHAHA,43.7346,-96.6222
USW00004222,REDDING 12 WNW,CA,SHASTA,40.6507,-122.6068
USW00004128,RILEY 10 WSW,OR,HARNEY,43.4711,-119.6917
USW00094077,HARRISON 20 SSE,NE,SIOUX,42.4247,-103.7363
USW00053877,ASHEVILLE 8 SSW,NC,BUNCOMBE,35.4945,-82.6142
USW00063838,VERSAILLES 3 NNW,KY,WOODFORD,38.0945,-84.7465
USW00003728,MCCLELLANVILLE 7 NE,SC,CHARLESTON,33.1532,-79.3637
USW00063829,NEWTON 11 SW,GA,BAKER,31.1923,-84.4465
USW00054795,DURHAM 2 SSW,NH,STRAFFORD,43.1092,-70.9484
USW00054794,DURHAM 2 N,NH,STRAFFORD,43.1716,-70.9277
USW00003739,CAPE CHARLES 5 ENE,VA,NORTHAMPTON,37.2907,-75.927
USW00003060,MONTROSE 11 ENE,CO,MONTROSE,38.544,-107.6928
USW00063857,GADSDEN 19 N,AL,DEKALB,34.2851,-85.9621
USW00092826,EVERGLADES CITY 5 NE,FL,COLLIER,25.8996,-81.3183
USW00003072,BRONTE 11 NNE,TX,COKE,32.0408,-100.2495
USW00094078,LANDER 11 SSE,WY,FREMONT,42.6754,-108.6686
USW00021514,MAUNA LOA 5 NNE,HI,HAWAII,19.5354,-155.576
USW00003061,CORTEZ 8 SE,CO,MONTEZUMA,37.2553,-108.5035
USW00004237,QUINAULT 4 NE,WA,GRAYS HARBOR,47.5139,-123.812
USW00054933,ABERDEEN 35 WNW,SD,MCPHERSON,45.7115,-99.1296
USW00054932,SANDSTONE 6 W,MN,PINE,46.1135,-92.9936
USW00053149,TORREY 7 E,UT,WAYNE,38.3028,-111.2935
USW00054937,JAMESTOWN 38 WSW,ND,KIDDER,46.7702,-99.4778
USW00023803,HOLLY SPRINGS 4 N,MS,MARSHALL,34.8223,-89.4348
USW00094963,MINNEAPOLIS FLYING CLOUD AIRPORT,MN,HENNEPIN,44.83333,-93.45
USW00053921,MOUNT IDA ASOS,AR,MONTGOMERY,34.54667,-93.57806
USW00063899,BREWTON 3 NNE,AL,ESCAMBIA,31.1449,-87.0518
USW00063891,CLANTON 2 NE,AL,CHILTON,32.8516,-86.6115
USW00063868,COURTLAND 2 WSW,AL,LAWRENCE,34.6602,-87.3462
USW00063867,CULLMAN 3 ENE,AL,CULLMAN,34.1954,-86.7963
USW00063892,GAINESVILLE 2 NE,AL,SUMTER,32.8369,-88.1374
USW00063893,GREENSBORO 2 WNW,AL,HALE,32.7169,-87.6226
USW00063866,GUNTERSVILLE 2 SW,AL,MARSHALL,34.3337,-86.3156
USW00073802,HIGHLAND HOME 2 S,AL,CRENSHAW,31.9155,-86.3115
USW00063894,MUSCLE SHOALS 2 N,AL,COLBERT,34.7728,-87.6399
USW00073801,NORTHPORT 2 S,AL,TUSCALOOSA,33.2168,-87.5931
USW00063895,RUSSELLVILLE 4 SSE,AL,FRANKLIN,34.4535,-87.7104
USW00063896,SCOTTSBORO 2 NE,AL,JACKSON,34.6941,-85.9998
USW00063897,SELMA 6 SSE,AL,DALLAS,32.3349,-86.9787
USW00073803,TALLADEGA 10 NNE,AL,TALLADEGA,33.5721,-86.0573
USW00023802,THOMASVILLE 2 S,AL,CLARKE,31.8814,-87.7367
USW00023801,TROY 2 W,AL,PIKE,31.7901,-86.0004
USW00063862,VALLEY HEAD 1 SSW,AL,DEKALB,34.5653,-85.6171
USW00003085,BOWIE 23 SSE,AZ,COCHISE,32.0095,-109.3891
USW00053159,CAMERON 25 SSE,AZ,COCONINO,35.5037,-111.3445
USW00053160,CAMP VERDE 3 N,AZ,YAVAPAI,34.6136,-111.8431
USW00053162,COOLIDGE 5 W,AZ,PINAL,32.9918,-111.5326
USW00053170,HEBER 3 SE,AZ,NAVAJO,34.3983,-110.5656
USW00053156,PHOENIX 7 S,AZ,MARICOPA,33.3471,-112.0832
USW00094092,AKRON A 4 E,CO,WASHINGTON,40.1551,-103.1417
USW00003084,CENTER A 4 SSW,CO,RIO GRANDE,37.7068,-106.1444
USW00003078,EADS 16 ENE,CO,KIOWA,38.5443,-102.5025
USW00003077,HOLBROOK 17 ESE,AZ,NAVAJO,34.8221,-109.8927
USW00003076,GRAND JUNCTION 9 W,CO,MESA,39.1018,-108.7353
USW00003089,ROCKY FORD 1 ESE,CO,OTERO,38.0386,-103.6948
USW00003079,SAGUACHE 2 WNW,CO,SAGUACHE,38.0989,-106.1709
USW00003083,STRATTON 24 N,CO,YUMA,39.6553,-102.6217
USW00003082,CARRIZOZO 1 W,NM,LINCOLN,33.6476,-105.8945
USW00053008,CLOVIS 7 N,NM,CURRY,34.5119,-103.1744
USW00003075,DULCE 1 NW,NM,RIO ARRIBA,36.9352,-107.0003
USW00003080,RESERVE 1 W,NM,CATRON,33.7149,-108.7771
USW00003087,SANTA FE 20 WNW,NM,LOS ALAMOS,35.8245,-106.3178
USW00003090,TAOS 27 NW,NM,TAOS,36.6519,-105.9721
USW00003081,TROPIC 9 SE,UT,GARFIELD,37.5174,-111.9775
USW00025630,SAND POINT 1 ENE,AK,ALEUTIANS EAST BOROUGH,55.3473,-160.466
USW00026562,PORT ALSWORTH 1 SW,AK,LAKE AND PENINSULA BOROUGH,60.1951,-154.3196
USW00003086,SPRINGFIELD 6 WSW,CO,BACA,37.3813,-102.7194
USW00003091,KIM 9 WSW,CO,LAS ANIMAS,37.2168,-103.5042
USW00003094,CLAYTON 3 ENE,NM,UNION,36.4701,-103.1238
USW00003095,MILLS 6 WSW,NM,HARDING,36.0609,-104.3552
USW00003092,RATON 26 ESE,NM,UNION,36.7779,-103.9818
USW00073805,NORTHWEST FLORIDA BEACHES INTL AP,FL,BAY,30.349,-85.788
USW00063903,FORT POLK - SELF STRIP,LA,VERNON,31.1136,-92.9656
USW00026655,RED DOG MINE 3 SSW,AK,NORTHWEST ARCTIC BOROUGH,68.0277,-162.9212
USW00026563,KENAI 29 ENE,AK,KENAI PENINSULA BOROUGH,60.7237,-150.4484
USW00053176,GILA BEND 3 ENE,AZ,MARICOPA,32.9649,-112.6697
USW00053164,PAGE 9 WSW,AZ,COCONINO,36.8637,-111.6012
USW00053011,TSAILE 1 SSW,AZ,APACHE,36.292,-109.2181
USW00053172,LAKE HAVASU CITY 19 SE,AZ,LA PAZ,34.2529,-114.134
USW00053006,AMADO 23 W,AZ,PIMA,31.6922,-111.4481
USW00053169,KAYENTA 16 WSW,AZ,NAVAJO,36.6823,-110.5424
USW00053168,AJO 29 S,AZ,PIMA,31.9497,-112.8013
USW00003096,RIFLE 23 NW,CO,RIO BLANCO,39.7608,-108.1268
USW00094094,MEEKER 15 W,CO,RIO BLANCO,40.0822,-108.1996
USW00003093,GENOA 35 N,CO,WASHINGTON,39.7857,-103.517
USW00053007,COLORADO SPRINGS 23 NW,CO,TELLER,39.0878,-105.0879
USW00053005,BUENA VISTA 2 SSE,CO,CHAFFEE,38.811,-106.1219
USW00003099,CRAIG 30 N,CO,MOFFAT,40.948,-107.6082
USW00003088,WOODLAND PARK 14 WSW,CO,TELLER,38.9105,-105.265
USW00003098,EAGLE 13 SSE,CO,EAGLE,39.4827,-106.7337
USW00053009,RAMAH 9 SE,NM,MCKINLEY,35.0461,-108.3635
USW00053173,NAGEEZI 18 SSW,NM,SAN JUAN,36.0346,-107.9045
USW00053016,VAUGHN 36 SSE,NM,LINCOLN,34.1373,-104.9303
USW00053003,GRANTS 2 S,NM,CIBOLA,35.1188,-107.8303
USW00053002,ARTESIA 2 WNW,NM,EDDY,32.8546,-104.4569
USW00053015,HAGERMAN 10 ESE,NM,CHAVES,33.0875,-104.1617
USW00053017,AZTEC 43 E,NM,RIO ARRIBA,36.7499,-107.2189
USW00053163,SOCORRO 17 WSW,NM,SOCORRO,33.9795,-107.1872
USW00003097,MOUNTAINAIR 2 WSW,NM,TORRANCE,34.517,-106.2702
USW00053013,CEDAR CITY 18 SSE,UT,WASHINGTON,37.4572,-113.2248
USW00053014,MEXICAN HAT 10 NW,UT,SAN JUAN,37.2507,-109.9877
USW00053010,MONTICELLO 24 NW,UT,SAN JUAN,38.1402,-109.6165
USW00004143,PROVO 22 E,UT,WASATCH,40.2816,-111.2398
USW00053171,MILFORD 42 WNW,UT,MILLARD,38.5943,-113.7511
USW00053165,DELTA 4 NE,UT,MILLARD,39.3872,-112.5095
USW00053167,MIDWAY 3 NE,UT,WASATCH,40.5467,-111.4137
USW00053012,BLANDING 26 SSW,UT,SAN JUAN,37.2667,-109.6074
USW00053004,BLUFF 32 NW,UT,SAN JUAN,37.601,-109.9886
USW00053166,ST. GEORGE 15 NE,UT,WASHINGTON,37.2157,-113.3794
USW00094055,BAKER MUNICIPAL AIRPOPRT,MT,FALLON,46.35833,-104.25
USW00003749,CAMP DAVID,MD,FREDERICK,39.645,-77.4681
USW00053181,SAFFORD 5 NNE,AZ,GRAHAM,32.8563,-109.6349
USW00053019,WHITERIVER A 1 SW,AZ,NAVAJO,33.8209,-109.9831
USW00053182,GOODWELL 2 SE,OK,TEXAS,36.5682,-101.6097
USW00053024,LAS VEGAS 6 NE,NM,SAN MIGUEL,35.6633,-105.1432
USW00053022,ELIDA 14 SW,NM,ROOSEVELT,33.8076,-103.8431
USW00096404,TOK 70 SE,AK,SOUTHEAST FAIRBANKS,62.737,-141.2083
USW00053183,FREDONIA 7 SSE,AZ,COCONINO,36.8552,-112.453
USW00053025,HACHITA 7 ESE,NM,LUNA,31.888,-108.202
USW00053184,MEADVIEW 7 N,AZ,MOHAVE,36.0936,-114.045
USW00053180,KINGMAN 8 NE,AZ,MOHAVE,35.2572,-113.934
USW00053175,CORONA MUNICIPAL AIRPORT,CA,RIVERSIDE,33.89765,-117.60243
USW00053185,BEAVER 15 E,UT,BEAVER,38.2731,-112.377
USW00094097,GRANTSVILLE 12 WNW,UT,TOOELE,40.6364,-112.6774
USW00053174,PRICE 3 E,UT,CARBON,39.608,-110.7508
USW00053023,SPANISH VALLEY 25 SW,UT,SAN JUAN,38.313,-109.8539
USW00094098,MANILA 18 ESE,UT,DAGGETT,40.9226,-109.3899
USW00053026,PINON 8 SSE,NM,OTERO,32.5122,-105.3357
USW00094096,VERNAL 23 SSE,UT,UINTAH,40.1346,-109.6429
USW00094030,VERNAL MUNICIPAL AP,UT,UINTAH,40.44222,-109.51444
USW00004851,DEFIANCE AP,OH,DEFIANCE,41.3375,-84.42889
USW00054742,SAINT JOHNSBURY ASOS,VT,CALEDONIA,44.42,-72.0193
USW00014753,BLUE HILL LCD,MA,NORFOLK,42.2123,-71.1137
USW00094871,BENTON HARBOR,MI,BERRIEN,42.1256,-86.4284
USW00025522,KING SALMON 42 SE,AK,BRISTOL BAY BOROUGH,58.2077,-155.9225
USW00025380,GUSTAVUS 2 NE,AK,SKAGWAY-HOONAH-ANGOON,58.4292,-135.69
USW00025381,METLAKATLA 6 S,AK,PRINCE OF WALES-OUTER KETCHIKAN,55.0455,-131.5877
RSW00037201,TIKSI 4 SSE,SA,,71.5855,128.9158
FMW00040606,KUSAIE ISLAND CAROLINE ISLANDS,FM,KOSRAE,5.33333,163.01667
POW00013201,LAJES AB,,,38.76667,-27.1
USW00093057,GRANTS MILAN MUNICIPAL AIRPORT,NM,CIBOLA,35.16528,-107.90222
USW00092806,ST PETERSBURG ALBERT WHITTED AP,FL,PINELLAS,27.76472,-82.6275
USW00056401,GLENNALLEN 64 N,AK,COPPER RIVER CENSUS AREA,63.0295,-145.5003
USW00000102,BOB BARKER MEMORIAL AIRPORT,AK,NORTHWEST ARCTIC BOROUGH,66.983,-160.433
USW00000103,WALES AIRPORT,AK,NOME,65.617,-168.1
USW00000111,SHAKTOOLIK AIRPORT,AK,NOME,64.37,-161.224
USW00000113,ROBERT (BOB) CURTIS MEMORIAL AIRPORT,AK,NORTHWEST ARCTIC BOROUGH,66.818,-161.022
USW00000130,PLEASANTON MUNICIPAL AIRPORT,TX,ATASCOSA,28.95,-98.517
USW00000132,WAUTOMA MUNICIPAL AIRPORT,WI,WAUSHARA,44.033,-89.3
USW00000133,CLINTON MUNICIPAL AIRPORT,AR,VAN BUREN,35.6,-92.45
USW00000153,CHESTERFIELD COUNTY AIRPORT,VA,CHESTERFIELD,37.4,-77.517
USW00000154,HAMPTON ROADS EXECUTIVE AIRPORT,VA,CHESAPEAKE (CITY),36.783,-76.45
USW00000157,WALDEN JACKSON COUNTY AIRPORT,CO,JACKSON,40.75,-106.267
USW00000160,BOULDER MUNICIPAL AIRPORT,CO,BOULDER,40.033,-105.217
USW00000166,LAGO VISTA RUSTY ALLEN AIRPORT,TX,TRAVIS,30.5,-97.967
USW00000176,STEPHENS COUNTY AIRPORT,TX,STEPHENS,32.717,-98.892
USW00000177,CASTROVILLE MUNICIPAL AIRPORT,TX,MEDINA,29.85,-98.85
USW00000209,BOWIE MUNICIPAL AIRPORT,TX,MONTAGUE,33.6,-97.783
USW00000225,HORSESHOE BAY RESORT AIRPORT,TX,LLANO,30.533,-98.367
USW00000229,LAMPASAS AIRPORT,TX,LAMPASAS,31.106,-98.196
USW00000230,AUSTIN EXECUTIVE AIRPORT,TX,TRAVIS,30.395,-97.567
USW00000263,BOERNE STAGE FIELD AIRPORT,TX,BEXAR,29.724,-98.695
USW00000270,FAITH RANCH AIRPORT,TX,DIMMIT,28.209,-100.019
USW00000349,ANDREWS COUNTY AIRPORT,TX,ANDREWS,32.331,-102.53
USW00000351,CAMERON MUNICIPAL AIRPORT,TX,MILAM,30.879,-96.971
USW00000357,HAMILTON MUNICIPAL AIRPORT,TX,HAMILTON,31.666,-98.149
USW00000362,GATESVILLE MUNICIPAL AIRPORT,TX,CORYELL,31.417,-97.8
USW00000369,MCOLF CAMP PENDLETON RED BEACH AIRPORT,CA,SAN DIEGO,33.286,-117.456
USW00000373,HARRELL FIELD AIRPORT,AR,OUACHITA,33.617,-92.767
USW00000393,TELLER AIRPORT,AK,,65.233,-166.35
USW00000428,DEXTER B FLORENCE MEMORIAL FIELD AIRPORT,AR,CLARK,34.0998,-93.066
